ShelterPets#0043,None,None,Purple,Crown Red,Green Collar,Glasses,Purple,Scotis,None,Red
ShelterPets#0044,Soccer Purple,Bone,Purple,Crown Red,Purple Collar,None,Yellow,Retriever,None,Green
ShelterPets#0045,None,None,Red,Purple,Orange Collar,None,Green,Pug,None,Yellow
ShelterPets#0046,None,None,Red,Crown Green,Green Collar,None,Cyan,Short Hair,None,Cyan
ShelterPets#0047,None,Yarn Yellow,Green,None,Blue Bow,None,Purple,Scotis,None,Orange
ShelterPets#0048,None,Yarn Yellow,Yellow,Black and Red,Black Collar,None,Cyan,Bengal,None,Green
ShelterPets#0049,None,None,Cyan,Yellow,Black Collar,None,Purple,Scotis,None,Pink
ShelterPets#0050,None,None,None,None,Purple Collar,None,Purple,Pug,None,Cyan
ShelterPets#0051,None,Yarn Blue,Cyan,Devil Horns,Green Collar,Glasses,Blue/Yellow,Bengal,None,Orange
ShelterPets#0052,None,None,None,Yellow,Yellow Collar,None,Cyan,Pug,None,Orange
ShelterPets#0053,None,None,None,Crown Blue,Red Bow,None,Purple,Doodle (White),None,Pink
ShelterPets#0054,None,None,Red,None,None,SuperHero,Blue,Pug,None,Purple
ShelterPets#0055,None,Mouse White,Cyan,None,Blue Collar,None,Yellow,Short Hair,None,Blue
ShelterPets#0056,Orange Fish,None,None,Black and Red,Yellow Collar,None,Purple,Orange Tabby,None,Yellow
ShelterPets#0057,None,Mouse Red,Green,None,Blue Collar,Black Glasses,Blue,Short Hair,None,Blue
ShelterPets#0058,None,None,None,Crown Blue,None,Glasses,Yellow,Short Hair,None,Green
ShelterPets#0059,Pink Fish,None,Yellow,None,Yellow Collar,Glasses,Blue,Orange Tabby,None,Yellow
ShelterPets#0060,None,None,Red,None,Yellow Collar,None,Red,Short Hair,None,Pink
ShelterPets#0061,None,Yarn Green,None,None,Yellow Collar,None,Cyan,Scotis,None,Pink
ShelterPets#0062,None,None,None,Crown Green,Yellow Bow,Eye Patch,Red,Orange Tabby,None,Green
ShelterPets#0063,Pink Fish,Yarn Red,None,Crown Blue,Green Collar,None,Green,Orange Tabby,None,Orange
ShelterPets#0064,None,None,Green,None,Turquoise,Black Glasses,Green,Retriever,None,Purple
ShelterPets#0065,None,None,None,None,None,Glasses,Purple,Orange Tabby,None,Purple
ShelterPets#0066,None,Yarn Blue,None,Green,Green Collar,None,Pink/Blue,Short Hair,None,Green
ShelterPets#0067,None,None,Cyan,Crown Blue,Blue Bow,None,Red,Orange Tabby,None,Yellow
ShelterPets#0068,None,Yarn Purple,None,None,Yellow Bow,None,Green,Orange Tabby,None,Yellow
ShelterPets#0069,None,None,Red,Devil Horns,None,SuperHero,Green,Short Hair,None,Blue
ShelterPets#0070,None,None,Purple,None,None,None,Purple,Scotis,None,Green
ShelterPets#0071,None,None,None,Crown Red,None,None,Blue/Yellow,Short Hair,None,Red
ShelterPets#0072,None,None,None,None,Cyan Collar,None,Purple,Pug,None,Yellow
ShelterPets#0073,Soccer,None,None,Cyan,Pink Bow,None,Purple,Pug,None,Yellow
ShelterPets#0074,None,Yarn Purple,Red,Green,None,None,Blue,Scotis,None,Orange
ShelterPets#0075,None,None,None,None,Green Collar,SuperHero,Purple,Short Hair,None,Orange
ShelterPets#0076,None,Stick,None,Crown Blue - Three Gems,Red Bow,None,Blue,Retriever,None,Blue
ShelterPets#0077,None,Mouse Gold,Green,None,Blue Collar,None,Cyan,Scotis,None,Yellow
ShelterPets#0078,Orange Fish,None,Red,None,None,None,Yellow,Scotis,None,Red
ShelterPets#0079,None,None,Green,None,Pink Bow,SuperHero,Yellow,Shiba,None,Green
ShelterPets#0080,None,Mouse Gray,None,None,Green Bow,None,Red,Orange Tabby,None,Yellow
ShelterPets#0081,None,None,None,Green,Orange Collar,None,Green,Retriever,None,Pink
ShelterPets#0082,None,None,None,Crown Red,Blue Collar,None,Yellow,Scotis,None,Blue
ShelterPets#0083,None,Yarn Blue,Red,Yellow,None,Glasses,Purple,Orange Tabby,None,Purple
ShelterPets#0084,None,Yarn Yellow,Red,None,Green Bow,Glasses,Red,Short Hair,None,Green
ShelterPets#0085,None,None,None,Green,Turquoise,None,Purple,Retriever,None,Green
ShelterPets#0086,Soccer,None,Cyan,None,None,None,Blue,Retriever,None,Cyan
ShelterPets#0087,None,Yarn Purple,None,Orange,Cyan Bow,None,Purple,Short Hair,None,Pink
ShelterPets#0088,Green Fish,Yarn Yellow,Cyan,None,Blue Collar,None,Blue/Yellow,Bengal,None,Red
ShelterPets#0089,None,None,Purple,None,None,None,Blue,Pug,Wings Grey,Pink
ShelterPets#0090,Orange Fish,None,None,None,Red Bow,Glasses,Green,Short Hair,None,Pink
ShelterPets#0091,None,None,None,None,Cyan Bow,Glasses,Purple,Retriever,None,Orange
ShelterPets#0092,None,None,None,Cyan,None,Glasses,Green,Pug,None,Yellow
ShelterPets#0093,None,Bone,Purple,Crown Red,None,None,Purple,Shiba,None,Cyan
ShelterPets#0094,Orange Fish,None,None,Santa,None,Eye Patch,Yellow,Sphynx,None,Orange
ShelterPets#0095,None,None,None,Orange,None,Eye Patch,Red,Scotis,None,Yellow
ShelterPets#0096,None,None,None,None,Red Bow,Glasses,Green,Pug,None,Pink
ShelterPets#0097,None,Yarn Blue,Yellow,None,None,None,Green,Scotis,None,Red
ShelterPets#0098,Basketball,None,Green,None,None,None,Purple,Doodle (White),None,Green
ShelterPets#0099,None,Bone,Purple,None,Blue Collar,None,Cyan,Shiba,None,Red
ShelterPets#0100,Soccer,None,None,Black and Red,None,Glasses,Cyan,Pug,None,Purple
ShelterPets#0101,None,None,Red,Green,Yellow Collar,None,Cyan,Scotis,None,Blue
ShelterPets#0102,None,Yarn Green,Red,Black and Red,Red Collar,None,Red,Short Hair,None,Purple
ShelterPets#0103,Soccer Green,None,None,None,Blue Bow,SuperHero,Green,Doodle,None,Cyan
ShelterPets#0104,None,None,Yellow,None,None,Glasses,Blue,Shiba,None,Pink
ShelterPets#0105,None,None,None,Santa,None,SuperHero,Yellow,Pug,None,Red
ShelterPets#0106,Basketball,None,Red,Crown Red,Blue Bow,None,Green,Pug,None,Pink
ShelterPets#0107,Green Fish,Yarn Red,Cyan,None,Green Bow,None,Blue,Orange Tabby,None,Yellow
ShelterPets#0108,None,Yarn Blue,Purple,None,Blue Bow,None,Yellow,Scotis,None,Orange
ShelterPets#0109,None,None,Yellow,Crown Green,Red Bow,None,Green,Short Hair,None,Orange
ShelterPets#0110,Basketball,None,Green,Yellow,Blue Collar,None,Red,Pug,None,Blue
ShelterPets#0111,Orange Fish,None,None,Cyan,Red Bow,None,Red,Short Hair,None,Green
ShelterPets#0112,Soccer Red,None,Cyan,None,None,None,Yellow,Doodle (White),None,Green
ShelterPets#0113,None,Mouse Gray,Cyan,Santa,Green Bow,None,Purple,Scotis,None,Pink
ShelterPets#0114,None,None,Cyan,Crown Red - Three Gems,Cyan Bow,None,Blue,Orange Tabby,None,Yellow
ShelterPets#0115,None,Yarn Purple,None,Santa,Red Collar,Glasses,Red,Orange Tabby,None,Yellow
ShelterPets#0116,Green Fish,None,None,Green,None,None,Purple,Scotis,None,Cyan
ShelterPets#0117,None,Yarn Blue,Yellow,None,Blue Bow,None,Yellow,Orange Tabby,None,Red
ShelterPets#0118,None,Bone,Yellow,None,Purple Collar,Glasses,Blue,Shiba,None,Yellow
ShelterPets#0119,None,None,Green,None,None,None,Green,Pug,None,Pink
ShelterPets#0120,Orange Fish,Yarn Blue,None,Devil Horns,None,None,Cyan,Orange Tabby,None,Green
ShelterPets#0121,Soccer Green,None,Cyan,Cyan,Yellow Collar,None,Green,Retriever,None,Purple
ShelterPets#0122,None,None,None,None,None,Glasses,Blue/Yellow,Scotis,None,Green
ShelterPets#0123,None,None,None,None,None,None,Yellow,Shiba,None,Blue
ShelterPets#0124,None,None,None,Yellow,Purple Collar,Black Glasses,Green,Shiba,None,Green
ShelterPets#0125,None,None,None,Devil Horns,Green Collar,None,Blue,Scotis,None,Orange
ShelterPets#0126,None,None,None,Black and Red,Yellow Bow,Glasses,Green,Doodle,None,Red
ShelterPets#0127,Soccer Blue,None,Cyan,None,Blue Bow,None,Blue,Shiba,None,Yellow
ShelterPets#0128,None,None,None,Green,Cyan Collar,None,Yellow,Shiba,None,Green
ShelterPets#0129,None,Bone,Red,Green,Yellow Collar,None,Red,Doodle,None,Orange
ShelterPets#0130,None,Yarn Yellow,Yellow,None,None,Glasses,Purple,Orange Tabby,None,Green
ShelterPets#0131,None,None,Cyan,None,Red Bow,None,Blue,Pug,None,Blue
ShelterPets#0132,None,None,None,Devil Horns,Cyan Bow,None,Red,Orange Tabby,None,Pink
ShelterPets#0133,None,None,Green,None,Blue Collar,Black Glasses,Yellow,Shiba,None,Green
ShelterPets#0134,None,None,Purple,Yellow,Blue Bow,Glasses,Purple,Orange Tabby,None,Orange
ShelterPets#0135,None,None,Yellow,None,None,None,Red,Doodle (White),None,Orange
ShelterPets#0136,Soccer Blue,None,Purple,Purple,Blue Collar,None,Green,Shiba,None,Blue
ShelterPets#0137,None,Yarn Green,Green,None,Black Collar,None,Purple,Short Hair,None,Yellow
ShelterPets#0138,Soccer Green,None,Yellow,None,None,Black Glasses,Blue,Shiba,None,Purple
ShelterPets#0139,None,Mouse Red,None,None,Blue Collar,3D Glasses,Yellow,Scotis,None,Green
ShelterPets#0140,None,Stick,None,Crown Green,Yellow Collar,None,Green,Pug,None,Orange
ShelterPets#0141,Soccer Purple,None,Yellow,None,Purple Bow,SuperHero,Green,Pug,None,Yellow
ShelterPets#0142,None,None,Cyan,None,Red Collar,None,Cyan,Retriever,None,Orange
ShelterPets#0143,None,None,Purple,Yellow,Cyan Collar,None,Yellow,Pug,None,Cyan
ShelterPets#0144,None,None,Yellow,None,Green Collar,None,Cyan,Retriever,None,Purple
ShelterPets#0145,None,None,Red,Crown Blue,Blue Collar,Eye Patch,Purple,Shiba,None,Green
ShelterPets#0146,None,None,None,None,None,None,Yellow,Bengal,None,Yellow
ShelterPets#0147,Soccer,Stick,None,Devil Horns,None,None,Cyan,Retriever,None,Pink
ShelterPets#0148,None,Stick,None,None,Red Bow,None,Purple,Retriever,None,Purple
ShelterPets#0149,None,Yarn Blue,Yellow,Black and Red,Red Collar,None,Green,Orange Tabby,None,Green
ShelterPets#0150,Soccer,None,None,None,Blue Collar,None,Green,Pug,None,Cyan
ShelterPets#0151,Pink Fish,Yarn Red,None,None,None,None,Yellow,Scotis,None,Purple
ShelterPets#0152,Orange Fish,None,None,Crown Red,None,None,Yellow,Scotis,None,Pink
ShelterPets#0153,None,None,Green,Purple,Blue Bow,None,Red,Scotis,None,Red
ShelterPets#0154,None,Yarn Red,None,Green,Cyan Bow,Glasses,Yellow,Short Hair,None,Green
ShelterPets#0155,None,None,Cyan,Black and Red,None,None,Red,Shiba,None,Blue
ShelterPets#0156,Green Fish,None,None,None,Blue Collar,None,Yellow,Scotis,None,Blue
ShelterPets#0157,None,Yarn Blue,None,Purple,Blue Collar,None,Green,Scotis,None,Cyan
ShelterPets#0158,Basketball,None,None,None,Purple Bow,None,Yellow,Retriever,None,Orange
ShelterPets#0159,None,Yarn Red,Red,None,Black Collar,None,Red,Orange Tabby,None,Blue
ShelterPets#0160,None,Yarn Red,Cyan,None,None,None,Blue,Orange Tabby,None,Cyan
ShelterPets#0161,Soccer Red,None,Purple,Orange,None,None,Blue,Pug,None,Blue
ShelterPets#0162,None,Mouse Red,Yellow,Purple,Cyan Bow,None,Yellow,Scotis,None,Orange
ShelterPets#0163,None,Yarn Yellow,None,Crown Blue,None,Glasses,Cyan,Scotis,None,Purple
ShelterPets#0164,None,None,None,Yellow,Pink Bow,Glasses,Blue/Yellow,Scotis,None,Orange
ShelterPets#0165,None,None,None,Devil Horns,None,Glasses,Cyan,Pug,None,Purple
ShelterPets#0166,None,None,None,None,Orange Collar,None,Blue,Pug,None,Purple
ShelterPets#0167,None,None,None,Yellow,None,None,Cyan,Short Hair,None,Purple
ShelterPets#0168,None,None,Cyan,Yellow,Green Collar,None,Green,Retriever,None,Blue
ShelterPets#0169,None,Mouse Gold,Cyan,None,Blue Collar,None,Blue,Orange Tabby,None,Yellow
ShelterPets#0170,None,None,None,Green,Green Bow,SuperHero,Red,Scotis,None,Orange
ShelterPets#0171,None,Yarn Yellow,Green,None,None,Glasses,Green,Orange Tabby,None,Red
ShelterPets#0172,None,None,None,Purple,Purple Collar,None,Cyan,Retriever,None,Cyan
ShelterPets#0173,Soccer Red,None,None,None,Green Bow,None,Blue,Shiba,None,Pink
ShelterPets#0174,Soccer,None,None,Black and Red,Yellow Collar,None,Yellow,Pug,None,Cyan
ShelterPets#0175,Soccer,Bone,Purple,Cyan,None,None,Green,Pug,None,Blue
ShelterPets#0176,None,Yarn Yellow,None,Green,Yellow Bow,None,Cyan,Orange Tabby,None,Green
ShelterPets#0177,None,None,Cyan,Purple,Black Collar,Glasses,Blue,Orange Tabby,None,Yellow
ShelterPets#0178,None,None,None,Green,Yellow Collar,None,Cyan,Short Hair,None,Yellow
ShelterPets#0179,Green Fish,Yarn Purple,None,None,Green Collar,Glasses,Red,Scotis,None,Cyan
ShelterPets#0180,Soccer Yellow,None,None,Cyan,Blue Bow,None,Blue,Doodle (White),None,Pink
ShelterPets#0181,None,Bone,None,Crown Red,Red Bow,Glasses,Blue,Pug,None,Cyan
ShelterPets#0182,Orange Fish,Yarn Yellow,None,Santa,Green Collar,None,Green,Short Hair,None,Orange
ShelterPets#0183,None,Mouse White,Green,None,Blue Collar,None,Blue,Scotis,None,Yellow
ShelterPets#0184,Soccer Purple,None,None,Crown Blue,None,Glasses,Green,Retriever,None,Green
ShelterPets#0185,None,None,Yellow,Purple,None,None,Blue,Pug,None,Green
ShelterPets#0186,None,Stick,None,Green,Purple Collar,None,Green,Shiba,None,Cyan
ShelterPets#0187,None,Stick,None,None,Pink Bow,None,Blue,Pug,None,Green
ShelterPets#0188,None,None,None,Santa,Cyan Bow,None,Yellow,Doodle,None,Green
ShelterPets#0189,None,None,Red,None,Orange Collar,None,Blue,Pug,None,Blue
ShelterPets#0190,None,None,Red,Crown Blue,Green Collar,None,Yellow,Retriever,None,Pink
ShelterPets#0191,None,None,Green,None,None,None,Yellow,Pug,None,Purple
ShelterPets#0192,None,Yarn Green,None,None,Black Collar,None,Red,Short Hair,None,Cyan
ShelterPets#0193,None,None,None,None,Purple Collar,None,Blue,Pug,None,Pink
ShelterPets#0194,None,None,None,None,Blue Collar,None,Red,Orange Tabby,None,Orange
ShelterPets#0195,None,Yarn Red,None,Yellow,Black Collar,None,Cyan,Scotis,None,Pink
ShelterPets#0196,None,None,Red,None,Turquoise,None,Red,Retriever,None,Cyan
ShelterPets#0197,None,None,None,Green,Green Collar,None,Green,Doodle (White),None,Blue
ShelterPets#0198,None,None,None,None,None,None,Yellow,Pug,None,Green
ShelterPets#0199,Pink Fish,None,None,Black and Red,None,SuperHero,Purple,Scotis,None,Blue
ShelterPets#0200,None,None,None,Green,Yellow Bow,Glasses,Yellow,Retriever,None,Pink
ShelterPets#0201,None,Yarn Red,None,None,Green Collar,None,Yellow,Scotis,None,Orange
ShelterPets#0202,Green Fish,Yarn Blue,None,Cyan,None,None,Purple,Orange Tabby,None,Cyan
ShelterPets#0203,None,Yarn Blue,Green,Orange,None,Glasses,Purple,Scotis,None,Blue
ShelterPets#0204,None,Yarn Yellow,None,Santa,None,Glasses,Cyan,Scotis,None,Orange
ShelterPets#0205,Green Fish,None,None,Devil Horns,Blue Collar,None,Cyan,Bengal,None,Green
ShelterPets#0206,None,Yarn Purple,None,None,Green Collar,None,Purple,Short Hair,None,Orange
ShelterPets#0207,None,Yarn Purple,None,Cyan,Black Collar,SuperHero,Yellow,Orange Tabby,None,Green
ShelterPets#0208,None,Stick,None,Green,Purple Bow,None,Blue,Shiba,None,Orange
ShelterPets#0209,None,Yarn Green,Purple,None,Red Collar,None,Blue,Short Hair,None,Blue
ShelterPets#0210,None,None,None,Yellow,Cyan Collar,None,Purple,Pug,None,Blue
ShelterPets#0211,None,None,None,Cyan,None,None,Yellow,Pug,None,Orange
ShelterPets#0212,None,None,Green,Santa,None,Black Glasses,Yellow,Short Hair,None,Pink
ShelterPets#0213,None,Yarn Purple,None,None,Red Collar,Glasses,Blue,Orange Tabby,None,Blue
ShelterPets#0214,None,Yarn Red,None,None,Blue Bow,None,Blue,Short Hair,None,Red
ShelterPets#0215,None,Yarn Yellow,Green,Cyan,Cyan Bow,Glasses,Green,Short Hair,None,Orange
ShelterPets#0216,None,None,Green,None,Orange Collar,Black Glasses,Green,Doodle,None,Pink
ShelterPets#0217,None,None,Green,None,Yellow Bow,None,Green,Pug,None,Cyan
ShelterPets#0218,None,Stick,Yellow,Cyan,Orange Collar,Glasses,Purple,Shiba,None,Green
ShelterPets#0219,None,None,None,Black and Red,Pink Bow,None,Yellow,Scotis,None,Orange
ShelterPets#0220,Basketball,None,Red,Yellow,None,Glasses,Purple,Retriever,Wings Grey,Green
ShelterPets#0221,None,None,Yellow,Santa,Pink Bow,Eye Patch,Blue,Shiba,None,Yellow
ShelterPets#0222,Soccer,Stick,Yellow,None,Purple Collar,SuperHero,Green,Pug,None,Cyan
ShelterPets#0223,Basketball,Bone,None,None,Purple Collar,Glasses,Green,Pug,None,Pink
ShelterPets#0224,Basketball,None,Purple,Crown Red,None,None,Cyan,Dalmation,None,Yellow
ShelterPets#0225,None,None,None,Orange,Cyan Collar,SuperHero,Yellow,Dalmation,None,Yellow
ShelterPets#0226,None,Yarn Purple,Purple,Santa,None,Glasses,Pink/Blue,Short Hair,None,Pink
ShelterPets#0227,None,None,Purple,Black and Red,Yellow Collar,Glasses,Green,Shiba,None,Blue
ShelterPets#0228,None,None,None,Orange,Cyan Collar,None,Green,Doodle,None,Purple
ShelterPets#0229,Soccer,None,None,Crown Red,Cyan Collar,Glasses,Cyan,Pug,None,Green
ShelterPets#0230,Soccer Red,Bone,None,None,None,None,Purple,Pug,None,Pink
ShelterPets#0231,None,None,Purple,None,Purple Bow,None,Green,Bengal,None,Orange
ShelterPets#0232,None,None,Green,Crown Green,Cyan Bow,None,Green,Doodle,None,Cyan
ShelterPets#0233,Basketball,Bone,Red,Crown Blue - Three Gems,Cyan Collar,None,Green,Pug,None,Cyan
ShelterPets#0234,None,None,None,Crown Blue - Three Gems,Green Collar,Eye Patch,Purple,Orange Tabby,None,Pink
ShelterPets#0235,None,Mouse Red,Red,Crown Green,None,None,Blue,Orange Tabby,None,Blue
ShelterPets#0236,None,Yarn Purple,Yellow,None,Blue Collar,None,Yellow,Sphynx,None,Cyan
ShelterPets#0237,Basketball,None,None,Purple,Blue Collar,Black Glasses,Blue,Pug,None,Cyan
ShelterPets#0238,None,None,Purple,Crown Red,Yellow Bow,None,Yellow,Doodle (White),None,Orange
ShelterPets#0239,None,None,None,Black and Red,Purple Bow,Glasses,Blue,Pug,None,Cyan
ShelterPets#0240,None,Yarn Green,Purple,Green,Blue Collar,None,Yellow,Bengal,None,Green
ShelterPets#0241,None,Yarn Yellow,Red,None,Green Bow,SuperHero,Purple,Scotis,None,Pink
ShelterPets#0242,Basketball,None,Purple,None,Yellow Bow,None,Blue,Pug,None,Yellow
ShelterPets#0243,None,None,Red,None,Orange Collar,Glasses,Cyan,Doodle,None,Blue
ShelterPets#0244,None,None,Cyan,Crown Red,Orange Collar,None,Blue,Retriever,None,Cyan
ShelterPets#0245,None,None,None,None,Cyan Collar,Black Glasses,Green,Pug,None,Cyan
ShelterPets#0246,None,Yarn Yellow,None,Yellow,Yellow Collar,None,Yellow,Orange Tabby,None,Cyan
ShelterPets#0247,None,None,Cyan,Purple,Green Collar,Glasses,Green,Pug,None,Orange
ShelterPets#0248,None,Stick,Yellow,None,Green Collar,SuperHero,Green,Pug,None,Red
ShelterPets#0249,None,None,Green,Green,Yellow Collar,None,Red,Short Hair,None,Purple
ShelterPets#0250,Soccer Red,None,Yellow,Crown Red,Purple Collar,Black Glasses,Cyan,Pug,None,Pink
ShelterPets#0251,None,None,None,None,Blue Bow,None,Green,Pug,None,Orange
ShelterPets#0252,Soccer,None,Purple,None,Orange Collar,None,Green,Shiba,None,Pink
ShelterPets#0253,None,Yarn Green,None,None,Black Collar,None,Red,Scotis,None,Orange
ShelterPets#0254,None,None,Red,Crown Red,Black Collar,None,Blue,Orange Tabby,None,Orange
ShelterPets#0255,None,None,None,Devil Horns,Cyan Bow,None,Green,Pug,None,Pink
ShelterPets#0256,None,Stick,Purple,None,Red Collar,None,Yellow,Retriever,None,Red
ShelterPets#0257,Green Fish,Yarn Blue,Red,Crown Green,None,Eye Patch,Yellow,Short Hair,None,Yellow
ShelterPets#0258,None,None,None,Santa,Yellow Collar,Eye Patch,Green,Scotis,None,Red
ShelterPets#0259,None,None,None,Purple,Yellow Collar,None,Yellow,Orange Tabby,None,Blue
ShelterPets#0260,None,None,Purple,None,Turquoise,Glasses,Yellow,Retriever,None,Orange
ShelterPets#0261,Green Fish,Yarn Yellow,None,Crown Green,None,None,Red,Scotis,None,Cyan
ShelterPets#0262,None,None,None,None,None,Glasses,Green,Pug,None,Yellow
ShelterPets#0263,None,Yarn Red,None,None,None,Glasses,Purple,Orange Tabby,None,Green
ShelterPets#0264,None,None,None,Crown Red,Red Bow,None,Green,Scotis,None,Red
ShelterPets#0265,None,None,None,None,Orange Collar,None,Blue,Retriever,None,Yellow
ShelterPets#0266,None,None,None,Orange,Purple Bow,None,Green,Pug,None,Cyan
ShelterPets#0267,Green Fish,Yarn Green,None,Orange,Green Collar,None,Red,Orange Tabby,None,Blue
ShelterPets#0268,None,Yarn Red,None,Green,Blue Collar,None,Red,Short Hair,None,Cyan
ShelterPets#0269,Soccer,None,Yellow,None,Pink Bow,None,Red,Shiba,None,Pink
ShelterPets#0270,None,None,None,Purple,Blue Collar,Glasses,Yellow,Retriever,None,Yellow
ShelterPets#0271,None,None,None,None,Red Collar,None,Yellow,Scotis,None,Green
ShelterPets#0272,None,Stick,Red,Crown Red - Three Gems,Purple Collar,None,Red,Retriever,None,Blue
ShelterPets#0273,None,Yarn Blue,None,None,None,None,Red,Scotis,None,Pink
ShelterPets#0274,None,Yarn Red,Green,None,None,None,Red,Scotis,None,Purple
ShelterPets#0275,None,Bone,None,Purple,Orange Collar,None,Green,Shiba,None,Orange
ShelterPets#0276,None,None,None,None,Red Collar,SuperHero,Green,Scotis,None,Green
ShelterPets#0277,None,None,None,None,None,None,Yellow,Short Hair,None,Purple
ShelterPets#0278,None,None,None,None,Orange Collar,None,Yellow,Pug,None,Orange
ShelterPets#0279,None,Yarn Red,None,None,Green Bow,None,Green,Bengal,None,Blue
ShelterPets#0280,None,Mouse White,Purple,Green,Red Collar,None,Yellow,Short Hair,None,Pink
ShelterPets#0281,None,Yarn Green,None,Devil Horns,Green Bow,None,Red,Bengal,None,Yellow
ShelterPets#0282,None,Yarn Green,Cyan,None,Green Collar,SuperHero,Blue,Scotis,None,Purple
ShelterPets#0283,None,Bone,Purple,Yellow,Cyan Collar,None,Purple,Doodle,None,Red
ShelterPets#0284,None,None,None,Crown Blue,Yellow Bow,None,Green,Pug,None,Green
ShelterPets#0285,None,Yarn Yellow,Red,Crown Blue - Three Gems,Black Collar,Glasses,Blue,Scotis,None,Pink
ShelterPets#0286,None,None,Green,None,Red Bow,None,Blue,Bengal,None,Yellow
ShelterPets#0287,None,None,None,Purple,Green Collar,None,Purple,Short Hair,None,Cyan
ShelterPets#0288,None,None,None,Crown Red,Red Bow,None,Green,Scotis,None,Blue
ShelterPets#0289,None,None,Green,None,Yellow Collar,None,Purple,Pug,None,Pink
ShelterPets#0290,None,None,Cyan,Yellow,Yellow Collar,None,Purple,Pug,None,Cyan
